tag_id,species,date,level,field_name,prop_use,confidence
611E5219,EAME,2023-06-12,95,blue_silo,0.26047822238120083,0.6967985941977255
611E5219,EAME,2023-06-12,50,blue_silo,0.34460267207663375,0.6967985941977255
611E5219,EAME,2023-06-12,95,bobolink,0.2014084556651239,0.2343341919300463
611E5219,EAME,2023-06-12,50,bobolink,0.0896093478082251,0.2343341919300463
611E5219,EAME,2023-06-12,95,swale,0.16627214165951604,0.7686489188872977
611E5219,EAME,2023-06-12,50,swale,0.24265400675850007,0.7686489188872977
611E5219,EAME,2023-06-12,95,underhill,0.016792318303514474,0
611E5219,EAME,2023-06-12,95,retired,0.039108450363841876,0
611E5219,EAME,2023-06-12,95,front_hay,0.049925818622314024,0
611E5219,EAME,2023-06-12,95,pond,0.05349787176302939,0.31146158801074875
611E5219,EAME,2023-06-12,50,pond,0.03163595538583535,0.31146158801074875
611E5219,EAME,2023-06-12,95,off_field,0.2125167212414595,NA
611E5219,EAME,2023-06-12,50,off_field,0.2914980179708057,NA
611E5219,EAME,2023-06-04,95,blue_silo,0.17192447722902676,0.3612964224581627
611E5219,EAME,2023-06-04,50,blue_silo,0.11796132416115078,0.3612964224581627
611E5219,EAME,2023-06-04,95,bobolink,0.47432880374033265,0.7953185033663533
611E5219,EAME,2023-06-04,50,bobolink,0.7164053988314096,0.7953185033663533
611E5219,EAME,2023-06-04,95,swale,0.0869096164935315,0
611E5219,EAME,2023-06-04,95,pond,0.029313192012807007,0
611E5219,EAME,2023-06-04,95,off_field,0.23752391052430208,NA
611E5219,EAME,2023-06-04,50,off_field,0.16563327700743963,NA
611E5219,EAME,2023-06-05,95,blue_silo,0.24217448497604446,0.31595825165257446
611E5219,EAME,2023-06-05,50,blue_silo,0.1453080906737892,0.31595825165257446
611E5219,EAME,2023-06-05,95,bobolink,0.17152641113574227,0.20126871697875812
611E5219,EAME,2023-06-05,50,bobolink,0.06556000657867735,0.20126871697875812
611E5219,EAME,2023-06-05,95,swale,0.20687882820266235,0.6848883244130056
611E5219,EAME,2023-06-05,50,swale,0.26907138842422784,0.6848883244130056
611E5219,EAME,2023-06-05,95,pond,0.09519701283011509,0.5869986790546228
611E5219,EAME,2023-06-05,50,pond,0.10611875700026284,0.5869986790546228
611E5219,EAME,2023-06-05,95,off_field,0.28136087437624735,NA
611E5219,EAME,2023-06-05,50,off_field,0.4139417573230428,NA
611E5219,EAME,2023-06-06,95,blue_silo,0.9266320353709926,0.5686678889385716
611E5219,EAME,2023-06-06,50,blue_silo,1.0000000190775455,0.5686678889385716
611E5219,EAME,2023-06-06,95,bobolink,0.05666716037284114,0
611E5219,EAME,2023-06-06,95,off_field,0.01508252993892973,NA
611E5219,EAME,2023-06-06,50,off_field,0,NA
