tag_id,species,date,level,field_name,prop_use,confidence
194B2A2A,BOBO,2023-06-18,95,bobolink,0.7150687805537725,0.5012252981089269
194B2A2A,BOBO,2023-06-18,50,bobolink,0.6805554657445455,0.5012252981089269
194B2A2A,BOBO,2023-06-18,95,front_hay,0.017086420970240112,0
194B2A2A,BOBO,2023-06-18,95,clydesdale,0.006206727671253048,0
194B2A2A,BOBO,2023-06-18,95,off_field,0.25753384364700865,NA
194B2A2A,BOBO,2023-06-18,50,off_field,0.31944453425545455,NA
194B2A2A,BOBO,2023-06-20,95,blue_silo,0.2896355681174713,0.4962990743622299
194B2A2A,BOBO,2023-06-20,50,blue_silo,0.2730539639766943,0.4962990743622299
194B2A2A,BOBO,2023-06-20,95,bobolink,0.163079518873668,0.4883717824877028
194B2A2A,BOBO,2023-06-20,50,bobolink,0.15128752271025928,0.4883717824877028
194B2A2A,BOBO,2023-06-20,95,swale,0.10188464281575803,0.4281968404977838
194B2A2A,BOBO,2023-06-20,50,swale,0.08287152154976354,0.4281968404977838
194B2A2A,BOBO,2023-06-20,95,front_hay,0.2916455420833864,0.6578827612987899
194B2A2A,BOBO,2023-06-20,50,front_hay,0.36446596273234666,0.6578827612987899
194B2A2A,BOBO,2023-06-20,95,pond,0.011977017644251853,0
194B2A2A,BOBO,2023-06-20,95,off_field,0.13597601300349482,NA
194B2A2A,BOBO,2023-06-20,50,off_field,0.12832102903093628,NA
194B2A2A,BOBO,2023-06-19,95,blue_silo,0.05133881386002337,0.5689385138883262
194B2A2A,BOBO,2023-06-19,50,blue_silo,0.055476361802340966,0.5689385138883262
194B2A2A,BOBO,2023-06-19,95,bobolink,0.2503001141228261,0.35426604525388533
194B2A2A,BOBO,2023-06-19,50,bobolink,0.16841756509846148,0.35426604525388533
194B2A2A,BOBO,2023-06-19,95,swale,0.0666049657958267,0.6391303439217332
194B2A2A,BOBO,2023-06-19,50,swale,0.0808523884720413,0.6391303439217332
194B2A2A,BOBO,2023-06-19,95,front_hay,0.26537352597426683,0.6798094169093916
194B2A2A,BOBO,2023-06-19,50,front_hay,0.3426427748811181,0.6798094169093916
194B2A2A,BOBO,2023-06-19,95,pond,0.011189630149144137,0
194B2A2A,BOBO,2023-06-19,95,off_field,0.35519295009791285,NA
194B2A2A,BOBO,2023-06-19,50,off_field,0.35261090974603815,NA
194B2A2A,BOBO,2023-07-03,95,blue_silo,0.27913443931432935,0.5017540676961392
194B2A2A,BOBO,2023-07-03,50,blue_silo,0.2660755779863074,0.5017540676961392
194B2A2A,BOBO,2023-07-03,95,bobolink,0.030649835272978918,0
194B2A2A,BOBO,2023-07-03,95,pear_tree,0.20732678384943365,0.7060639497752015
194B2A2A,BOBO,2023-07-03,50,pear_tree,0.2780994553187247,0.7060639497752015
194B2A2A,BOBO,2023-07-03,95,underhill,0.2552840284699699,0.7082414949167616
194B2A2A,BOBO,2023-07-03,50,underhill,0.3434833596324398,0.7082414949167616
194B2A2A,BOBO,2023-07-03,95,retired,0.092088021005674,0.3039234556537491
194B2A2A,BOBO,2023-07-03,50,retired,0.053170169916517136,0.3039234556537491
194B2A2A,BOBO,2023-07-03,95,front_hay,0.006770700480824438,0
194B2A2A,BOBO,2023-07-03,95,clydesdale,0.038313983781592155,0
194B2A2A,BOBO,2023-07-03,95,off_field,0.08422475237010588,NA
194B2A2A,BOBO,2023-07-03,50,off_field,0.059171437146010974,NA
194B2A2A,BOBO,2023-07-05,95,blue_silo,0.3504725855884376,0.6360213742182381
194B2A2A,BOBO,2023-07-05,50,blue_silo,0.42349481391560556,0.6360213742182381
194B2A2A,BOBO,2023-07-05,95,bobolink,0.1524303584719778,0.5519708091934035
194B2A2A,BOBO,2023-07-05,50,bobolink,0.15984899669029065,0.5519708091934035
194B2A2A,BOBO,2023-07-05,95,pear_tree,0.14572949763086734,0.5528001121159682
194B2A2A,BOBO,2023-07-05,50,pear_tree,0.15305161730379083,0.5528001121159682
194B2A2A,BOBO,2023-07-05,95,underhill,0.07436546238913909,0.09740061957555707
194B2A2A,BOBO,2023-07-05,50,underhill,0.013761169210363338,0.09740061957555707
194B2A2A,BOBO,2023-07-05,95,retired,0.10285738005329635,0.7034581784576672
194B2A2A,BOBO,2023-07-05,50,retired,0.13746624635804702,0.7034581784576672
194B2A2A,BOBO,2023-07-05,95,donkey,0.007863348690479837,0.018000887498097265
194B2A2A,BOBO,2023-07-05,95,clydesdale,0.018082312969851487,0.04588699054499368
194B2A2A,BOBO,2023-07-05,95,off_field,0.14819905420595053,NA
194B2A2A,BOBO,2023-07-05,50,off_field,0.11053183804364057,NA
